t,L_Cmd,R_Cmd,L_tau,R_tau,L_IMU_angle,R_IMU_angle,L_IMU_vel,R_IMU_vel,L_encoder,R_encoder,L_encoder_vel,R_encoder_vel
1.239776611328125e-05,0.0,0.0,-0.15083963185828053,-3.0450754900232817,0.0,0.0,-0.15083963185828053,-3.0450754900232817,-0.00027022111465704966,-0.005338246505376764,0.02004310116171837,-0.010173761285841465
0.03361201286315918,0.0,0.014647340675097098,-0.09705680801300269,0.2273990088215419,0.0,0.014647340675097098,-0.09705680801300269,0.2273990088215419,-0.0006727678446612327,-0.009474016332073384,0.02453727275133133,-0.002025056630373001
0.058533430099487305,0.0,0.014647340675097098,-0.08724419406354139,0.22712564117218273,0.0,0.014647340675097098,-0.08724419406354139,0.22712564117218273,-0.0008979440299236803,-0.007222853930822921,0.019122330471873283,-0.0008551736827939749
0.07152795791625977,0.0,0.014647340675097098,-0.1171799260199288,0.2377046703816069,0.0,0.014647340675097098,-0.1171799260199288,0.2377046703816069,-0.001119404412788793,-0.005240997326223767,0.01697787083685398,-0.009477251209318638
0.08453488349914551,0.0,0.0,-0.1168632560384488,0.24059287990517025,0.0,0.0,-0.1168632560384488,0.24059287990517025,-0.0013539818512616779,-0.0034923575551766934,0.014480700716376305,-0.005993627943098545
0.1069188117980957,0.0,0.014647340675097098,-0.12692793998685925,0.2600866133223569,0.0,0.014647340675097098,-0.12692793998685925,0.2600866133223569,-0.0015640499124634597,-0.0019393482937029888,0.017657186836004257,-0.006683891173452139
0.12154078483581543,0.0,0.014647340675097098,-0.11105736179020656,0.19830068206978185,0.0,0.014647340675097098,-0.11105736179020656,0.19830068206978185,-0.001723884684305169,-0.0006780263345147009,0.013488536700606346,-0.006643197499215603
0.13553309440612793,0.01464392558051486,0.014647340675097098,-0.09752002023673384,0.17178956961064182,0.01464392558051486,0.014647340675097098,-0.09752002023673384,0.17178956961064182,-0.0017994714558467759,0.00024697369897832595,0.021486112847924232,-0.006119954865425825
0.14853239059448242,0.0,0.014647340675097098,-0.11338037983005797,0.19021125681282736,0.0,0.014647340675097098,-0.11338037983005797,0.19021125681282736,-0.001858995164431482,0.0010221373053596176,0.027029110118746758,-0.00249691610224545
0.16153383255004883,0.0,0.014647340675097098,-0.10335339532421481,0.1758525850116606,0.0,0.014647340675097098,-0.10335339532421481,0.1758525850116606,-0.0019095866505965408,0.0016865829597143818,0.029343755915760994,-0.005091630853712559
0.17453646659851074,0.0,0.014647340675097098,-0.08633869374051885,0.19905340360087165,0.0,0.014647340675097098,-0.08633869374051885,0.19905340360087165,-0.0018945445921446848,0.0022600473755779254,0.030196374282240868,-0.0029299468733370304
0.18753838539123535,0.0,0.014647340675097098,-0.09737232406603893,0.18992328162998934,0.0,0.014647340675097098,-0.09737232406603893,0.18992328162998934,-0.0018606334735215939,0.0027615501908881583,0.02965562976896763,-0.005458828527480364
0.20055079460144043,0.0,0.014647340675097098,-0.10039935851850412,0.1783692829371855,0.0,0.014647340675097098,-0.10039935851850412,0.1783692829371855,-0.0018462090998735074,0.0031384938620721958,0.024150976911187172,-0.005257704295217991
0.21387672424316406,0.0,0.014647340675097098,-0.10800595476818353,0.17601137356965016,0.0,0.014647340675097098,-0.10800595476818353,0.17601137356965016,-0.0018424451052856624,0.003419084693480534,0.018561184406280518,-0.006562861148267984
0.2275388240814209,0.0,0.014647340675097098,-0.14819562827797159,0.1736624955264666,0.0,0.014647340675097098,-0.14819562827797159,0.1736624955264666,-0.0019127600258899557,0.0036316125133998138,0.01915927603840828,-0.006557398941367865
0.24053740501403809,0.0,0.014647340675097098,-0.16478202230583353,0.1812415242255213,0.0,0.014647340675097098,-0.16478202230583353,0.1812415242255213,-0.00206170227488929,0.003802059652030695,0.02418195828795433,-0.008203264325857162
0.25353574752807617,0.0,0.014647340675097098,-0.15222774774516662,0.17480120278694142,0.0,0.014647340675097098,-0.15222774774516662,0.17480120278694142,-0.0021846824260622886,0.0039287130320279475,0.0279937032610178,-0.006457178387790918
0.266528844833374,0.0,0.014647340675097098,-0.10288614101587717,0.1712483838406241,0.0,0.014647340675097098,-0.10288614101587717,0.1712483838406241,-0.002169355099544395,0.0039979482658476185,0.027063874527812004,-0.0050616939552128315
0.2795298099517822,0.0,0.014647340675097098,-0.09416543018879894,0.15967936406773153,0.0,0.014647340675097098,-0.09416543018879894,0.15967936406773153,-0.0020426028469211787,0.004008624410728789,0.028716547414660454,-0.004495776258409023
0.2925300598144531,0.0,0.014647340675097098,-0.0742666211971056,0.14440995590985234,0.0,0.014647340675097098,-0.0742666211971056,0.14440995590985234,-0.0018729026034519257,0.003948524188203448,0.022566325962543488,-0.006961507722735405
0.3055307865142822,0.0,0.014647340675097098,-0.0835747749835512,0.14468317681686607,0.0,0.014647340675097098,-0.0835747749835512,0.14468317681686607,-0.0016991106678603874,0.0038491503235799393,0.02116391994059086,-0.006249635946005583
0.31853270530700684,0.0,0.014647340675097098,-0.0993488300674312,0.1515599900320921,0.0,0.014647340675097098,-0.0993488300674312,0.1515599900320921,-0.0015853334107316292,0.0037557441404668687,0.021195385605096817,-0.006985116750001907
0.3315296173095703,0.0,0.014647340675097098,-0.1133681068338931,0.14702273005100702,0.0,0.014647340675097098,-0.1133681068338931,0.14702273005100702,-0.0015316440525541982,0.003659468792863751,0.02224542386829853,-0.005640512797981501
0.3445315361022949,0.0,0.014647340675097098,-0.13337925376113466,0.1323645304423514,0.0,0.014647340675097098,-0.13337925376113466,0.1323645304423514,-0.0015369406039512266,0.00352340266178073,0.02489079162478447,-0.006317938677966595
0.3595435619354248,0.0,0.014647340675097098,-0.1119979735544312,0.14652452644799277,0.0,0.014647340675097098,-0.1119979735544312,0.14652452644799277,-0.001530595475047986,0.003386876513458792,0.02229171432554722,-0.004466605372726917
0.3735356330871582,0.0,0.014647340675097098,-0.1216108511614159,0.1393984913693406,0.0,0.014647340675097098,-0.1216108511614159,0.1393984913693406,-0.001496172731179239,0.0032640225580413064,0.02642296627163887,-0.002842369955033064
0.3865370750427246,0.0,0.014647340675097098,-0.10401376255916396,0.13259446235745753,0.0,0.014647340675097098,-0.10401376255916396,0.13259446235745753,-0.0014445722387503874,0.003116795390041387,0.026059962809085846,-0.0045091863721609116
0.3995344638824463,0.0,0.014647340675097098,-0.1233931036479661,0.12364963594823826,0.0,0.014647340675097098,-0.1233931036479661,0.12364963594823826,-0.001395652856966322,0.0029462769117838484,0.024527423083782196,-0.004031549673527479
0.4125339984893799,0.0,0.014647340675097098,-0.14447589658381205,0.10305448116653418,0.0,0.014647340675097098,-0.14447589658381205,0.10305448116653418,-0.0014170673643866824,0.0027326226154935048,0.016558364033699036,-0.005772465839982033
0.425534725189209,0.0,0.014647340675097098,-0.11021073849824232,0.08990241831114573,0.0,0.014647340675097098,-0.11021073849824232,0.08990241831114573,-0.0014044872497971453,0.002476003078837501,0.017735857516527176,-0.007002196740359068
0.4385349750518799,0.0,0.014647340675097098,-0.1492001596738527,0.08765886792146182,0.0,0.014647340675097098,-0.1492001596738527,0.08765886792146182,-0.0013943149461057812,0.0022162774348333833,0.022191016003489494,-0.004004786256700754
0.4515378475189209,0.0,0.029298096444769328,-0.1501482219471622,0.10379504976337811,0.0,0.029298096444769328,-0.1501482219471622,0.10379504976337811,-0.0014479188929045872,0.0020065876239672943,0.02228207141160965,-0.008362879045307636
0.4645378589630127,0.0,0.07324353356463575,-0.1411390957102096,0.4462203139017527,0.0,0.07324353356463575,-0.1411390957102096,0.4462203139017527,-0.0014715882648160654,0.002444627487957719,0.021698957309126854,-0.006521118339151144
0.4775364398956299,0.0,0.05859277779495642,-0.1539388168539606,0.4300316449909118,0.0,0.05859277779495642,-0.1539388168539606,0.4300316449909118,-0.001490340472666118,0.0033769184870131876,0.01913907751441002,-0.006369331851601601
0.4905359745025635,0.0,0.05859277779495642,-0.1688374471255286,0.41847669914296914,0.0,0.05859277779495642,-0.1688374471255286,0.41847669914296914,-0.0015466870187232174,0.004106082456027629,0.024289457127451897,-0.00709148496389389
0.503544807434082,0.0,0.07324353356463575,-0.18392314720711825,0.3982101671737926,0.0,0.07324353356463575,-0.18392314720711825,0.3982101671737926,-0.0016388168453654922,0.0046505361911397146,0.01614212617278099,-0.0070794727653265
0.5175387859344482,-0.014650755769679336,0.10253821491481574,-0.19294243868654654,0.49073815289057354,-0.014650755769679336,0.10253821491481574,-0.19294243868654654,0.49073815289057354,-0.0017506931425365485,0.0052165375105029535,0.01466379128396511,-0.0076789241284132
0.5315346717834473,0.0,0.21972718559931081,-0.143847345757399,1.2637838189902297,0.0,0.21972718559931081,-0.143847345757399,1.2637838189902297,-0.0017663744547364323,0.0071877732033161544,0.022883571684360504,-0.006427874322980642
0.5445387363433838,-0.014650755769679336,0.46875246764339096,-0.1867272466863126,3.1919104699133927,-0.014650755769679336,0.46875246764339096,-0.1867272466863126,3.1919104699133927,-0.001759080258653659,0.01356451382544204,0.025114960968494415,-0.001475977129302919
0.5575370788574219,-0.07324694865921799,0.893552667977751,-0.4646937344508158,6.267843900833146,-0.07324694865921799,0.893552667977751,-0.4646937344508158,6.267843900833146,-0.0023051428353432525,0.027703806000259987,0.018462708219885826,-0.005341946147382259
0.5705358982086182,-0.23437111117981146,1.4062505727410013,-1.6475912516385811,10.254412302844848,-0.23437111117981146,1.4062505727410013,-1.6475912516385811,10.254412302844848,-0.005318125687291785,0.052001836703181196,0.009799668565392494,-0.007354190107434988
0.5838818550109863,-0.45410512696828675,1.992188595974305,-3.4767342675013904,14.608036351513507,-0.45410512696828675,1.992188595974305,-3.4767342675013904,14.608036351513507,-0.013139290615626669,0.0870813495527742,0.004072033334523439,-0.0006800268311053514
0.5975940227508545,-0.7177777496874711,2.636715981907969,-5.5617368100031115,19.037905801887018,-0.7177777496874711,2.636715981907969,-5.5617368100031115,19.037905801887018,-0.02660464736452116,0.1319531344426101,-0.0003971644619014114,-0.004801920149475336
0.6115472316741943,-0.9667996166369619,3.3105482944755806,-7.305555822093652,22.98046516064221,-0.9667996166369619,3.3105482944755806,-7.305555822093652,22.98046516064221,-0.044667205722155955,0.18422133449677217,0.003440333064645529,0.006039693020284176
0.6265432834625244,-1.1718760464665934,4.04296655464897,-8.488937322217136,26.706188211364303,-1.1718760464665934,4.04296655464897,-8.488937322217136,26.706188211364303,-0.06497750864487765,0.2412853802116442,0.0023814954329282045,-0.002422177931293845
0.6435544490814209,-1.3769524762962249,4.936522637721303,-9.153240667118931,30.75699070053857,-1.3769524762962249,4.936522637721303,-9.153240667118931,30.75699070053857,-0.08520481332814918,0.30232158965150263,0.00036256416933611035,-0.006372456438839436
0.657548189163208,-1.538083469005997,5.800780624348867,-9.486975662796802,34.49879030901958,-1.538083469005997,5.800780624348867,-9.486975662796802,34.49879030901958,-0.10376137001127635,0.36644303830767205,0.0020126907620579004,-0.006326240487396717
0.6715340614318848,-1.7285159732551278,6.782227581660926,-9.893530720310762,38.97352385695632,-1.7285159732551278,6.782227581660926,-9.893530720310762,38.97352385695632,-0.12033731619148405,0.433589178813324,-0.010136586613953114,-0.0031562757212668657
0.6845724582672119,-1.9042977217345651,7.836914657443025,-10.428285867224924,44.00701127522971,-1.9042977217345651,7.836914657443025,-10.428285867224924,44.00701127522971,-0.1354828145441298,0.5052120066326701,-0.012864487245678902,-0.0032941484823822975
0.6985421180725098,-2.124024907333876,9.140623600174628,-11.089102400555428,50.2534617429219,-2.124024907333876,9.140623600174628,-11.089102400555428,50.2534617429219,-0.1497689171812799,0.5833684635845255,-0.0041615916416049,-0.0010136025957763195
0.7115321159362793,-2.3437520929331868,10.51757607647086,-11.723298271595805,56.75687417247373,-2.3437520929331868,10.51757607647086,-11.723298271595805,56.75687417247373,-0.16341679055839384,0.6692509202316018,-0.010023484006524086,-0.002650888403877616
0.724541187286377,-2.5195338414126383,11.997073597871072,-12.12917372528735,63.53975403720039,-2.5195338414126383,11.997073597871072,-12.12917372528735,63.53975403720039,-0.17599790451495442,0.7621997524062387,-0.007841825485229492,-5.529262125492096e-05
0.7375342845916748,-2.6513701527722304,13.535157066877076,-12.06420240458125,70.5444477103178,-2.6513701527722304,13.535157066877076,-12.06420240458125,70.5444477103178,-0.18637384912172547,0.8615511315419122,-0.00548655167222023,0.003844237420707941
0.750537633895874,-2.7099595154725904,15.190432921662158,-11.354903480974704,77.55505632725644,-2.7099595154725904,15.190432921662158,-11.354903480974704,77.55505632725644,-0.19285552893032024,0.9662237318856028,-0.010292917490005493,0.0008564789313822985
0.7645473480224609,-2.7099595154725904,17.06542913185738,-9.882447884608771,84.96648776544811,-2.7099595154725904,17.06542913185738,-9.882447884608771,84.96648776544811,-0.19350941411481462,1.0755783067935407,-0.014735367149114609,-0.003934219013899565
0.7776422500610352,-2.7099595154725904,18.896483320027322,-8.528799159986978,91.75758093265169,-2.7099595154725904,18.896483320027322,-8.528799159986978,91.75758093265169,-0.18805308567835624,1.1879456737898397,-0.01975998468697071,0.0017345015658065677
0.7915356159210205,-2.7099595154725904,20.9179665973518,-7.288885891650589,98.82136940246805,-2.7099595154725904,20.9179665973518,-7.288885891650589,98.82136940246805,-0.17781523811599215,1.3016590022802828,-0.021847441792488098,-0.004405682906508446
0.8045361042022705,-2.7099595154725904,22.880860511975918,-6.283718968011548,105.03595362258756,-2.7099595154725904,22.880860511975918,-6.283718968011548,105.03595362258756,-0.16416009407183052,1.4148863172991482,-0.023408925160765648,-0.001993818674236536
0.8175346851348877,-2.7099595154725904,24.814452915060677,-5.42449440391546,110.74142237216348,-2.7099595154725904,24.814452915060677,-5.42449440391546,110.74142237216348,-0.14832802505604714,1.5246958712386163,-0.028666136786341667,0.004239979200065136
0.830540657043457,-2.7099595154725904,26.704099881025577,-4.693405896196105,115.5072278466749,-2.7099595154725904,26.704099881025577,-4.693405896196105,115.5072278466749,-0.13120365561601596,1.6284439139122098,-0.0283188633620739,0.0004191062180325389
0.8435420989990234,-2.6806648341224104,28.56445216564029,-4.059112268073232,119.07117957445253,-2.6806648341224104,28.56445216564029,-4.059112268073232,119.07117957445253,-0.11346367261405219,1.7226920879266143,-0.03040247969329357,-0.002979493699967861
0.8565413951873779,-2.6806648341224104,30.307618894665097,-3.5229883085607168,121.37807596662434,-2.6806648341224104,30.307618894665097,-3.5229883085607168,121.37807596662434,-0.09563705166692732,1.8040000654432595,-0.02584289386868477,-0.003593283938243985
0.8695390224456787,-2.6806648341224104,31.918942482141134,-3.024357391836517,122.00750521939769,-2.6806648341224104,31.918942482141134,-3.024357391836517,122.00750521939769,-0.07807218472129095,1.8686676486275813,-0.03152234107255936,-0.0017262824112549424
0.884558916091919,-2.6806648341224104,33.57421833692622,-2.541327694393685,120.88665751622025,-2.6806648341224104,33.57421833692622,-2.541327694393685,120.88665751622025,-0.060920420874759844,1.912762007467007,-0.030349237844347954,0.002386901993304491
