t,Ref_pos,L_Cmd,R_Cmd,L_tau,R_tau,L_IMU_angle,R_IMU_angle,L_IMU_vel,R_IMU_vel,L_encoder,R_encoder,L_encoder_vel,R_encoder_vel
1.3828277587890625e-05,0.0007495393492800448,0.00045270593691588626,0.0007495393492800448,0.0007495393492800448,0.0,0.0,0.03200231774756584,-0.01957409652916671,0.0,0.0,0.03200231774756584,-0.01957409652916671,8.688563056274196e-05
0.02065420150756836,0.0018615104413570742,-0.0012505200737727299,0.0018615104413570742,0.0018615104413570742,0.0,0.7324250903625611,-0.021721105463284724,1.5747865577281228,0.0,0.7324250903625611,-0.021721105463284724,1.5747865577281228,0.12977053285693277
0.03537178039550781,0.002394428932129385,-0.004808356863705097,0.002394428932129385,0.002394428932129385,-0.01464392558051486,0.7324250903625611,-0.026665915628429338,1.3735465597779215,-0.01464392558051486,0.7324250903625611,-0.026665915628429338,1.3735465597779215,0.222229155196855
0.04839348793029785,0.0026889329354858626,-0.007437452784319041,0.0026889329354858626,0.0026889329354858626,-0.01464392558051486,0.7324250903625611,-0.054191171107077434,1.258882517930511,-0.01464392558051486,0.7324250903625611,-0.054191171107077434,1.258882517930511,0.30401840022780957
0.06237602233886719,0.002931525657251079,-0.009718747331136467,0.002931525657251079,0.002931525657251079,-0.01464392558051486,0.7470724310376546,-0.04993400557786906,1.1703149213544266,-0.01464392558051486,0.7470724310376546,-0.04993400557786906,1.1703149213544266,0.39181978234268
0.07639360427856445,0.00310230061151473,-0.012325271423661063,0.00310230061151473,0.00310230061151473,-0.01464392558051486,0.8203159646022868,-0.037705378962181034,1.6224984172884236,-0.01464392558051486,0.8203159646022868,-0.037705378962181034,1.6224984172884236,0.47981087875883893
0.08937788009643555,0.003140529127225047,-0.01648620651447016,0.003140529127225047,0.003140529127225047,-0.01464392558051486,0.9521522759618719,-0.049760346017189504,2.517178493366047,-0.01464392558051486,0.9521522759618719,-0.049760346017189504,2.517178493366047,0.56128265527583
0.10237836837768555,0.003209088146601312,-0.023058928375533923,0.003209088146601312,0.003209088146601312,-0.01464392558051486,1.1132866837662299,-0.06076614532287376,3.6008313342011173,-0.01464392558051486,1.1132866837662299,-0.06076614532287376,3.6008313342011173,0.6428187298485646
0.11644458770751953,0.0033527207926658726,-0.03233403471626447,0.0033527207926658726,0.0033527207926658726,-0.01464392558051486,1.2744176764759985,-0.06850607033360726,4.751406155080561,-0.01464392558051486,1.2744176764759985,-0.06850607033360726,4.751406155080561,0.7309903481776024
0.1303722858428955,0.003379117694413637,-0.04356282665589861,0.003379117694413637,0.003379117694413637,-0.01464392558051486,1.4355486691857706,-0.04754764153552974,5.656318281421687,-0.01464392558051486,1.4355486691857706,-0.04754764153552974,5.656318281421687,0.8182374354127618
