t,Ref_pos,L_Cmd,R_Cmd,L_tau,R_tau,L_IMU_angle,R_IMU_angle,L_IMU_vel,R_IMU_vel,L_encoder,R_encoder,L_encoder_vel,R_encoder_vel
1.5735626220703125e-05,0.00021173284023096622,3.0283687279914005e-05,0.00021173284023096622,0.00021173284023096622,0.0,0.0,-0.027136610044251767,0.1825600575602379,0.0,0.0,-0.027136610044251767,0.1825600575602379,9.88698554675809e-05
0.018948793411254883,0.00047300680001084174,9.153395986975328e-05,0.00047300680001084174,0.00047300680001084174,-4.775401890295285,5.903322254358265,0.07312267123283424,0.17619704265728345,-4.775401890295285,5.903322254358265,0.07312267123283424,0.17619704265728345,0.11905596760798122
0.032942771911621094,0.0005122579229139203,0.00017132144325563033,0.0005122579229139203,0.0005122579229139203,-4.7900458158758,5.903322254358265,0.09167963486720436,0.1776064762048994,-4.7900458158758,5.903322254358265,0.09167963486720436,0.1776064762048994,0.20697076096213782
0.04594779014587402,0.0004731307116037234,0.00022637408138600362,0.0004731307116037234,0.0004731307116037234,-4.775401890295285,5.903322254358265,0.11091774311861798,0.17306326648871698,-4.775401890295285,5.903322254358265,0.11091774311861798,0.17306326648871698,0.2886583781164344
0.059951066970825195,0.00043239975113564476,0.00015671780610555753,0.00043239975113564476,0.00043239975113564476,-4.775401890295285,5.903322254358265,0.08225044532618937,0.17597231342533415,-4.775401890295285,5.903322254358265,0.08225044532618937,0.17597231342533415,0.37659458968670184
0.07398271560668945,0.00039093978372172134,-2.6416638257985552e-05,0.00039093978372172134,0.00039093978372172134,-4.775401890295285,5.903322254358265,0.0649941191304976,0.15705294288845006,-4.775401890295285,5.903322254358265,0.0649941191304976,0.15705294288845006,0.46467972063342605
0.08796262741088867,0.00030496045633763896,-0.00015039628584225946,0.00030496045633763896,0.00030496045633763896,-4.775401890295285,5.903322254358265,0.07316677397774843,0.14789395269615388,-4.775401890295285,5.903322254358265,0.07316677397774843,0.14789395269615388,0.5524041577678889
0.10195446014404297,0.0002345615117737857,-0.00012581923408722158,0.0002345615117737857,0.0002345615117737857,-4.7900458158758,5.903322254358265,0.06127159266166793,0.09287176968163605,-4.7900458158758,5.903322254358265,0.06127159266166793,0.09287176968163605,0.6401607217805168
0.11597180366516113,0.00022954771919089833,-7.116825954998161e-05,0.00022954771919089833,0.00022954771919089833,-4.775401890295285,5.888671498588586,0.062914493280894,0.06917442168617019,-4.775401890295285,5.888671498588586,0.062914493280894,0.06917442168617019,0.7280276734776471
0.13995146751403809,0.0002365225726866331,-7.69090634082809e-05,0.0002365225726866331,0.0002365225726866331,-4.7900458158758,5.903322254358265,0.05320276135887593,0.09774669713981364,-4.7900458158758,5.903322254358265,0.05320276135887593,0.09774669713981364,0.878208205508134
0.15494537353515625,0.0002118147810590864,-0.00010006196497639843,0.0002118147810590864,0.0002118147810590864,-4.775401890295285,5.903322254358265,0.05587140431300718,0.12757942263980213,-4.775401890295285,5.903322254358265,0.05587140431300718,0.12757942263980213,0.972013336870424
0.16894841194152832,0.00016492205622338805,-9.603995384016269e-05,0.00016492205622338805,0.00016492205622338805,-4.775401890295285,5.888671498588586,0.08050333763137432,0.113155010267874,-4.775401890295285,5.888671498588586,0.08050333763137432,0.113155010267874,1.059541644394434
0.18394804000854492,0.00013780020733755155,-9.533652259330894e-05,0.00013780020733755155,0.00013780020733755155,-4.775401890295285,5.888671498588586,0.05889290591203827,0.10004555605351878,-4.775401890295285,5.888671498588586,0.05889290591203827,0.10004555605351878,1.153208138581408
0.20095372200012207,0.0001092800061049313,-0.00011731608305443078,0.0001092800061049313,0.0001092800061049313,-4.775401890295285,5.903322254358265,0.09159377725490318,0.10717597339221459,-4.775401890295285,5.903322254358265,0.09159377725490318,0.10717597339221459,1.259277270357047
0.21395492553710938,5.660252301429676e-05,-0.00012138053523081615,5.660252301429676e-05,5.660252301429676e-05,-4.775401890295285,5.903322254358265,0.08153392246367933,0.09127245820911509,-4.775401890295285,5.903322254358265,0.08153392246367933,0.09127245820911509,1.340273032272027
0.2279493808746338,3.0516340665208595e-05,-0.0001006345313578485,3.0516340665208595e-05,3.0516340665208595e-05,-4.775401890295285,5.888671498588586,0.05067284995215395,0.09683161854369722,-4.775401890295285,5.888671498588586,0.05067284995215395,0.09683161854369722,1.4273565194077005
