t,Ref_pos,L_Cmd,R_Cmd,L_tau,R_tau,L_IMU_angle,R_IMU_angle,L_IMU_vel,R_IMU_vel,L_encoder,R_encoder,L_encoder_vel,R_encoder_vel
1.5020370483398438e-05,0.00020299808451208778,2.830150256433842e-05,0.00020299808451208778,0.00020299808451208778,0.0,0.0,-0.0057266625530961,0.1874536346365008,0.0,0.0,-0.0057266625530961,0.1874536346365008,9.437577112828201e-05
0.01914501190185547,0.00047840544474599985,0.0001223944392704937,0.00047840544474599985,0.00047840544474599985,0.0,0.0,0.017157155050594355,0.1363818689532957,0.0,0.0,0.017157155050594355,0.1363818689532957,0.12028875645808684
0.03315997123718262,0.0005838255589319272,0.0002700061485982525,0.0005838255589319272,0.0005838255589319272,0.0,-0.01465075576967223,0.000725537824256513,0.1445979061739467,0.0,-0.01465075576967223,0.000725537824256513,0.1445979061739467,0.20833517031202978
0.05916595458984375,0.0006379135039320308,0.00036584791183807833,0.0006379135039320308,0.0006379135039320308,0.0,0.0,-0.00674368789242358,0.12753346560524997,0.0,0.0,-0.00674368789242358,0.12753346560524997,0.3716650368107337
0.08638429641723633,0.0006888146415472082,0.00033890104642577616,0.0006888146415472082,0.0006888146415472082,0.01464392558051486,-0.01465075576967223,-0.03211736374639824,0.1299452427537785,0.01464392558051486,-0.01465075576967223,-0.03211736374639824,0.1299452427537785,0.5425020840071519
0.11325860023498535,0.0007613415360297258,0.0002764082608907203,0.0007613415360297258,0.0007613415360297258,0.0,-0.01465075576967223,-0.07967516385429706,0.13626502202567825,0.0,-0.01465075576967223,-0.07967516385429706,0.13626502202567825,0.7110243020183344
0.13414764404296875,0.0008117675762393333,0.0002737720630820911,0.0008117675762393333,0.0008117675762393333,0.0,0.0,-0.07887803275338896,0.13944667621950094,0.0,0.0,-0.07887803275338896,0.13944667621950094,0.8418768444969361
0.14716815948486328,0.0008325938908156612,0.0003015139529521447,0.0008325938908156612,0.0008325938908156612,0.01464392558051486,0.0,-0.031640110948250214,0.16161929787457383,0.01464392558051486,0.0,-0.031640110948250214,0.16161929787457383,0.9233676399967392
0.1631479263305664,0.0008591502419442484,0.00030815902815676665,0.0008591502419442484,0.0008591502419442484,0.0,0.0,-0.05028575698507141,0.1197626713411192,0.0,0.0,-0.05028575698507141,0.1197626713411192,1.0232943131719128
0.1762399673461914,0.0008743459429842691,0.0003147546888779408,0.0008743459429842691,0.0008743459429842691,0.0,0.0,-0.04424328406048484,0.0841945813001968,0.0,0.0,-0.04424328406048484,0.0841945813001968,1.1050866718393326
0.19017648696899414,0.0008627402109968748,0.0003399975040001083,0.0008627402109968748,0.0008627402109968748,0.0,-0.01465075576967223,-0.02994498339425734,0.09001629704132115,0.0,-0.01465075576967223,-0.02994498339425734,0.09001629704132115,1.1920726014723384
0.20514607429504395,0.000839315611192056,0.000385369776019071,0.000839315611192056,0.000839315611192056,0.0,0.0,-0.03731148248635493,0.06484932445617862,0.0,0.0,-0.03731148248635493,0.06484932445617862,1.2854045053576602
0.21914911270141602,0.0008367804222066329,0.00043559537843057767,0.0008367804222066329,0.0008367804222066329,-0.01464392558050065,0.0,-0.07149862033489182,0.053888434978308516,-0.01464392558050065,0.0,-0.07149862033489182,0.053888434978308516,1.3726074235184935
0.2361445426940918,0.0008443411416302338,0.0004632925111312603,0.0008443411416302338,0.0008443411416302338,0.0,0.0,-0.06358915455431127,0.0698104630423078,0.0,0.0,-0.06358915455431127,0.0698104630423078,1.4783018605080414
