t,Ref_pos,L_Cmd,R_Cmd,L_tau,R_tau,L_IMU_angle,R_IMU_angle,L_IMU_vel,R_IMU_vel,L_encoder,R_encoder,L_encoder_vel,R_encoder_vel
1.4781951904296875e-05,0.0007543407616008897,0.0004880933508538795,0.0007543407616008897,0.0007543407616008897,0.0,0.0,0.0290076633276454,-0.04117195676506704,0.0,0.0,0.0290076633276454,-0.04117195676506704,9.287774301517811e-05
0.019756317138671875,0.0017461049413469527,0.001451209061731014,0.0017461049413469527,0.0017461049413469527,0.0,0.0,0.05375835122412085,-0.025153992557676853,0.0,0.0,0.05375835122412085,-0.025153992557676853,0.1241294136822636
0.0337216854095459,0.00208273104821457,0.0024378427270427736,0.00208273104821457,0.00208273104821457,-0.014650755769679336,0.014650755769679336,0.031938134646698216,-0.021725862916825264,-0.014650755769679336,0.014650755769679336,0.031938134646698216,-0.021725862916825264,0.21186374548240872
0.04777956008911133,0.002300218184234084,0.003117393952593673,0.002300218184234084,0.002300218184234084,-0.014650755769679336,0.0,-0.012093697862810542,-0.014512594516383348,-0.014650755769679336,0.0,-0.012093697862810542,-0.014512594516383348,0.300162738379113
0.06472468376159668,0.0025112137707190133,0.003258113476255143,0.0025112137707190133,0.0025112137707190133,-0.014650755769679336,0.0,-0.0035612524623640494,-0.04381957220810604,-0.014650755769679336,0.0,-0.0035612524623640494,-0.04381957220810604,0.4065650932141173
0.07773351669311523,0.0027593812353256465,0.0032489198325726595,0.0027593812353256465,0.0027593812353256465,-0.014650755769679336,0.0,-0.05503175795255841,-0.03449200174131482,-0.014650755769679336,0.0,-0.05503175795255841,-0.03449200174131482,0.48821992918435286
0.09173083305358887,0.002868810788265904,0.003447331764297172,0.002868810788265904,0.002868810788265904,-0.014650755769679336,0.0,-0.016891828214755142,-0.041335984691799825,-0.014650755769679336,0.0,-0.016891828214755142,-0.041335984691799825,0.5760427698986152
0.10479331016540527,0.0028963857219654102,0.00383334676822725,0.0028963857219654102,0.0028963857219654102,0.0,0.0,-0.02006512476499381,-0.06998566006256127,0.0,0.0,-0.02006512476499381,-0.06998566006256127,0.6579601286301296
0.12574100494384766,0.0029946716716959037,0.004096239634154514,0.0029946716716959037,0.0029946716716959037,-0.014650755769679336,0.014650755769679336,-0.00819671392179793,-0.06850440947706103,-0.014650755769679336,0.014650755769679336,-0.00819671392179793,-0.06850440947706103,0.7892323909504245
0.13979196548461914,0.0029770298937321048,0.004186617312581988,0.0029770298937321048,0.0029770298937321048,0.0,0.0,0.013202617260922462,-0.07529044921141333,0.0,0.0,0.013202617260922462,-0.07529044921141333,0.8772098924302925
0.1537320613861084,0.0028586792158175668,0.004295302055178081,0.0028586792158175668,0.0028586792158175668,-0.014650755769679336,0.0,0.01621642655950402,-0.08100971878509408,-0.014650755769679336,0.0,0.01621642655950402,-0.08100971878509408,0.964425689180578
0.16774916648864746,0.0026728371321326472,0.004424783916473083,0.0026728371321326472,0.0026728371321326472,0.0,0.0,0.038512415171406966,-0.06633927953080666,0.0,0.0,0.038512415171406966,-0.06633927953080666,1.0520486777657274
0.18175005912780762,0.002418997091987377,0.004454432092519839,0.002418997091987377,0.002418997091987377,0.0,0.0,0.07793767445321556,-0.047217684701679946,0.0,0.0,0.07793767445321556,-0.047217684701679946,1.139488860370527
0.1957399845123291,0.002185760612051234,0.004386362578807528,0.002185760612051234,0.002185760612051234,0.0,0.0,0.051408179180254664,-0.05263388464126122,0.0,0.0,0.051408179180254664,-0.05263388464126122,1.2267724725086226
0.20973896980285645,0.002006527902982014,0.004326840655295496,0.002006527902982014,0.002006527902982014,0.0,0.0,0.05093825349421919,-0.05764474887217794,0.0,0.0,0.05093825349421919,-0.05764474887217794,1.3140177284995744
0.22274303436279297,0.001819976224660696,0.0043290326598218205,0.001819976224660696,0.001819976224660696,0.0,0.0,0.05771611901291928,-0.07244319414244359,0.0,0.0,0.05771611901291928,-0.07244319414244359,1.3949714478419641
